STATION,NAME,LATITUDE,LONGITUDE,ELEVATION,DATE,DAPR,DAPR_ATTRIBUTES,MDPR,MDPR_ATTRIBUTES,PRCP,PRCP_ATTRIBUTES,SNOW,SNOW_ATTRIBUTES,SNWD,SNWD_ATTRIBUTES,TAVG,TAVG_ATTRIBUTES,TMAX,TMAX_ATTRIBUTES,TMIN,TMIN_ATTRIBUTES,TOBS,TOBS_ATTRIBUTES
US1COJF0489,"LITTLETON 5.7 WSW, CO US",39.569927,-105.117299,1761.4,11/6/2021,,,,,0,",,N",0,",,N",,,,,,,,,,
US1COJF0489,"LITTLETON 5.7 WSW, CO US",39.569927,-105.117299,1761.4,11/7/2021,,,,,0,",,N",0,",,N",,,,,,,,,,
US1COJF0489,"LITTLETON 5.7 WSW, CO US",39.569927,-105.117299,1761.4,11/8/2021,,,,,0,",,N",0,",,N",,,,,,,,,,
US1COJF0489,"LITTLETON 5.7 WSW, CO US",39.569927,-105.117299,1761.4,11/10/2021,,,,,0,",,N",0,",,N",,,,,,,,,,
US1COJF0489,"LITTLETON 5.7 WSW, CO US",39.569927,-105.117299,1761.4,11/11/2021,,,,,0,",,N",0,",,N",,,,,,,,,,
US1COJF0489,"LITTLETON 5.7 WSW, CO US",39.569927,-105.117299,1761.4,11/12/2021,,,,,0,",,N",0,",,N",,,,,,,,,,
US1COJF0489,"LITTLETON 5.7 WSW, CO US",39.569927,-105.117299,1761.4,11/13/2021,,,,,0,",,N",0,",,N",,,,,,,,,,
US1COJF0489,"LITTLETON 5.7 WSW, CO US",39.569927,-105.117299,1761.4,11/15/2021,,,,,0,",,N",0,",,N",,,,,,,,,,
US1COJF0489,"LITTLETON 5.7 WSW, CO US",39.569927,-105.117299,1761.4,11/17/2021,,,,,0,"T,,N",,,,,,,,,,,,
US1COJF0489,"LITTLETON 5.7 WSW, CO US",39.569927,-105.117299,1761.4,11/18/2021,,,,,0,",,N",0,",,N",,,,,,,,,,
US1COJF0489,"LITTLETON 5.7 WSW, CO US",39.569927,-105.117299,1761.4,11/19/2021,,,,,0,",,N",0,",,N",,,,,,,,,,
US1COJF0489,"LITTLETON 5.7 WSW, CO US",39.569927,-105.117299,1761.4,11/20/2021,,,,,0,",,N",0,",,N",,,,,,,,,,
US1COJF0489,"LITTLETON 5.7 WSW, CO US",39.569927,-105.117299,1761.4,11/21/2021,,,,,0,"T,,N",,,,,,,,,,,,
US1COJF0489,"LITTLETON 5.7 WSW, CO US",39.569927,-105.117299,1761.4,11/22/2021,,,,,0,",,N",0,",,N",,,,,,,,,,
US1COJF0489,"LITTLETON 5.7 WSW, CO US",39.569927,-105.117299,1761.4,11/24/2021,,,,,0,",,N",0,",,N",,,,,,,,,,
US1COJF0489,"LITTLETON 5.7 WSW, CO US",39.569927,-105.117299,1761.4,11/28/2021,,,,,0,",,N",0,",,N",,,,,,,,,,
US1COJF0489,"LITTLETON 5.7 WSW, CO US",39.569927,-105.117299,1761.4,11/29/2021,,,,,0,",,N",0,",,N",,,,,,,,,,
